"","ref","target","t","match","gold","syn_def","definition","syn_words","syn","pos","id","freq.x","freq.y","synset","target_centrality","ref_centrality","polysemy_target","polysemy_ref","correct","sig","p","corr"
"3440","unilluminated","lightless","1868","True","-1","without illumination","Light/Dark/without light/unilluminated/unilluminating","['lightless', 'unilluminated', 'unlighted', 'unlit']","Synset('lightless.s.02')","adj","01.10.08.10|09","343","57.5","lightless.s.02","2","1","2","1",NA,NA,NA,NA
"3441","unilluminated","unlit","1854","True","-1","without illumination","Light/Dark/without light/unilluminated/unilluminating","['lightless', 'unilluminated', 'unlighted', 'unlit']","Synset('lightless.s.02')","adj","01.10.08.10|09","1312","57.5","lightless.s.02","2","1","1","1",NA,NA,NA,NA
"3442","unimaginative","stereotyped","1934","True","1","lacking spontaneity or originality or individuality","Psychological/Stereotypical","['stereotyped', 'stereotypic', 'stereotypical', 'unimaginative']","Synset('stereotyped.s.01')","adj","02.01.05.15.02.03","6490","753","stereotyped.s.01","2","3","1","3",NA,NA,NA,NA
"3443","unimpeachable","inculpable","1858","True","-1","free of guilt not subject to blame","Virtuous/morally good/Innocent/blameless","['blameless', 'inculpable', 'irreproachable', 'unimpeachable']","Synset('blameless.s.01')","adj","03.06.04.05.02|09","2.5","989.5","blameless.s.01","1","2","1","3",NA,NA,NA,NA
"3444","unite","join","1850","True","-1","be or become joined or united or linked","Relate/connect/Accompany/accompany each other","['connect', 'link', 'link_up', 'join', 'unite']","Synset('connect.v.03')","vi","01.16.01.12|01","580991.5","57172","connect.v.03","7","4","3","6","1","1","5.1731435667097e-05","-0.853571428571429"
"3445","unjustified","undue","1854","True","-1","lacking justification or authorization","Due/morally fitting/proper/Improper/morally unfitting/undue/unwarranted/unjustifiable","['undue', 'unjustified', 'unwarranted']","Synset('undue.s.03')","adj","03.06.02.01|01","45640.5","6605","undue.s.03","3","1","2","1","0","0","0.0713435614675377","0.714285714285714"
"3446","unknown","nameless","1858","True","-1","being or having an unknown or unnamed source","Pertaining to naming/Anonymous/unnamed/bearing no inscription","['nameless', 'unidentified', 'unknown', 'unnamed']","Synset('nameless.s.01')","adj","02.07.05.04|06","7246","378984","nameless.s.01","1","5","1","2","1","1","0.0350666602167099","-0.546428571428571"
"3447","unlighted","lightless","1868","True","-1","without illumination","Light/Dark/without light/unilluminated/unilluminating","['lightless', 'unilluminated', 'unlighted', 'unlit']","Synset('lightless.s.02')","adj","01.10.08.10|09","343","428.5","lightless.s.02","2","2","2","1",NA,NA,NA,NA
"3448","unlighted","unlit","1854","True","-1","without illumination","Light/Dark/without light/unilluminated/unilluminating","['lightless', 'unilluminated', 'unlighted', 'unlit']","Synset('lightless.s.02')","adj","01.10.08.10|09","1312","428.5","lightless.s.02","2","2","1","1",NA,NA,NA,NA
"3449","unlit","lightless","1868","True","-1","without illumination","Light/Dark/without light/unilluminated/unilluminating","['lightless', 'unilluminated', 'unlighted', 'unlit']","Synset('lightless.s.02')","adj","01.10.08.10|09","343","1312","lightless.s.02","2","2","2","1",NA,NA,NA,NA
"3450","unload","unlade","1862","True","-1","take the load off a container or vehicle","Transport/convey/unload","['unload', 'unlade', 'offload']","Synset('unload.v.02')","vi","03.10.02|03","46","5337.5","unload.v.02","1","2","1","2",NA,NA,NA,NA
"3451","unmanlike","unmanful","1858","True","-1","not possessing qualities befitting a man","Fearful/Cowardly/unmanly","['unmanly', 'unmanful', 'unmanlike']","Synset('unmanly.a.01')","adj","02.04.21.09|06",NA,"7","unmanly.a.01","1","1","1","1",NA,NA,NA,NA
"3452","unmanly","unmanful","1858","True","-1","not possessing qualities befitting a man","Fearful/Cowardly/unmanly","['unmanly', 'unmanful', 'unmanlike']","Synset('unmanly.a.01')","adj","02.04.21.09|06",NA,"1171.5","unmanly.a.01","1","1","1","1",NA,NA,NA,NA
"3453","unnamed","nameless","1858","True","-1","being or having an unknown or unnamed source","Pertaining to naming/Anonymous/unnamed/bearing no inscription","['nameless', 'unidentified', 'unknown', 'unnamed']","Synset('nameless.s.01')","adj","02.07.05.04|06","7246","4451.5","nameless.s.01","1","1","1","1","1","0","0.265702623906705","-0.542857142857143"
"3454","unobtainable","untouchable","1890","True","-1","not capable of being obtained","Distance/Distant/far off/remote/inaccessible","['inaccessible', 'unobtainable', 'unprocurable', 'untouchable']","Synset('inaccessible.s.02')","adj","01.12.01.01|04","1498","740","inaccessible.s.02","6","1","3","1",NA,NA,NA,NA
"3455","unprocessed","crude","1876","True","-1","not refined or processed","Pertaining to behaviour/Ill-behaved/ill-mannered/unrefined","['unrefined', 'unprocessed', 'crude']","Synset('unrefined.a.01')","adj","01.15.21.05|05.06","73773","840","unrefined.a.01","4","1","2","1",NA,NA,NA,NA
"3456","unprocessed","crude","1852","True","-1","not refined or processed","Tasteless/Unrefined/coarse","['unrefined', 'unprocessed', 'crude']","Synset('unrefined.a.01')","adj","02.02.13.01|07","73773","840","unrefined.a.01","4","1","2","1",NA,NA,NA,NA
"3457","unprocurable","untouchable","1890","True","-1","not capable of being obtained","Distance/Distant/far off/remote/inaccessible","['inaccessible', 'unobtainable', 'unprocurable', 'untouchable']","Synset('inaccessible.s.02')","adj","01.12.01.01|04","1498","201","inaccessible.s.02","6","1","3","1",NA,NA,NA,NA
"3458","unproved","unproven","1874","True","-1","not proved","Pertaining to belief/That cannot be established/unproved","['unproved', 'unproven']","Synset('unproved.a.01')","adj","02.01.13.08.05.01.01|01","1474.5","601","unproved.a.01","1","1","1","1",NA,NA,NA,NA
"3459","unquiet","uneasy","1858","True","-1","causing or fraught with or showing anxiety","Fearful/Nervous/uneasy/uneasy","['anxious', 'nervous', 'queasy', 'uneasy', 'unquiet']","Synset('anxious.s.02')","adj","02.04.21.06|02","46041","2860","anxious.s.02","3","2","2","1","1","1","3.80552502266473e-05","-0.860714285714286"
"3460","unrefined","crude","1876","True","-1","not refined or processed","Pertaining to behaviour/Ill-behaved/ill-mannered/unrefined","['unrefined', 'unprocessed', 'crude']","Synset('unrefined.a.01')","adj","01.15.21.05|05.06","73773","376.5","unrefined.a.01","4","1","2","2",NA,NA,NA,NA
"3461","unrefined","crude","1852","True","-1","not refined or processed","Tasteless/Unrefined/coarse","['unrefined', 'unprocessed', 'crude']","Synset('unrefined.a.01')","adj","02.02.13.01|07","73773","376.5","unrefined.a.01","4","1","2","2",NA,NA,NA,NA
"3462","unremarkable","quotidian","1860","True","-1","found in the ordinary course of events","Pertaining to a period/Pertaining to a day/everyday/daily","['everyday', 'mundane', 'quotidian', 'routine', 'unremarkable', 'workaday']","Synset('everyday.s.01')","adj","01.13.04.04|02","322.5","1452.5","everyday.s.01","1","1","1","1",NA,NA,NA,NA
"3463","unremarkably","normally","1870","True","-1","under normal conditions","In manner concerned with behaviour/Habitually/usually/customarily/in the usual/ordinary way","['normally', 'usually', 'unremarkably', 'commonly', 'ordinarily']","Synset('normally.r.01')","adv","01.15.21.03|04.04","242815.5",NA,"normally.r.01","1","1","1","1",NA,NA,NA,NA
"3464","unrhymed","unrimed","1886","True","-1","not having rhyme","Pertaining to the Arts/Rhymed/rhyming/unrhymed","['unrhymed', 'unrimed', 'rhymeless', 'rimeless']","Synset('unrhymed.a.01')","adj","03.13.03.04.06.04.01|11",NA,"222","unrhymed.a.01","1","1","1","1",NA,NA,NA,NA
"3465","unruly","robustious","1880","True","-1","noisy and lacking in restraint or discipline","Pertaining to behaviour/Violent (of a person/behaviour)/rough/rough/boisterous","['boisterous', 'rambunctious', 'robustious', 'rumbustious', 'unruly']","Synset('boisterous.s.01')","adj","01.15.21.05.06|08.04","213.5","6736.5","boisterous.s.01","1","1","1","3",NA,NA,NA,NA
"3466","unseasonable","untimely","1866","True","-1","badly timed","Opportune/seasonable/Unseasonable","['ill-timed', 'unseasonable', 'untimely', 'wrong']","Synset('ill-timed.s.01')","adj","01.13.09.02","11327","1037.5","ill-timed.s.01","1","2","1","1","1","0","0.802763007669255","-0.0769230769230769"
"3467","unserviceable","unusable","1884","True","-1","not capable of being used","Attended by/abounding in harm/Useless/unserviceable","['unserviceable', 'unusable', 'unuseable']","Synset('unserviceable.s.02')","adj","01.15.17.03.01|05","1630.5","239","unserviceable.s.02","1","2","1","1",NA,NA,NA,NA
"3468","unshakable","unbendable","1888","True","-1","marked by firm determination or resolution not shakable","Constitution of matter/Types of hardness/stiff/rigid","['firm', 'steadfast', 'steady', 'stiff', 'unbendable', 'unfaltering', 'unshakable', 'unwavering']","Synset('firm.s.01')","adj","01.10.04.07.01|02",NA,"1271.5","firm.s.01","1","1","1","2",NA,NA,NA,NA
"3469","unshaken","undismayed","1854","True","-1","unshaken in purpose","Courageous/Undaunted","['undaunted', 'undismayed', 'unshaken']","Synset('undaunted.s.01')","adj","02.04.22.10.01","288","1805.5","undaunted.s.01","1","1","1","1",NA,NA,NA,NA
"3470","unsophisticated","hick","1920","True","1","awkwardly simple and provincial","Social class/Of/pertaining to peasant/rustic/rude/ignorant peasant","['bumpkinly', 'hick', 'rustic', 'unsophisticated']","Synset('bumpkinly.s.01')","adj","03.01.06.02.03.02|03","2918.5","1637.5","bumpkinly.s.01","2","3","1","3",NA,NA,NA,NA
"3471","unsubstantial","unreal","1882","True","-1","lacking material form or substance unreal","Of/pertaining to existence/Unsubstantial/void of substance/that exists in name only","['insubstantial', 'unsubstantial', 'unreal']","Synset('insubstantial.a.01')","adj","01.11.01.03.01|02","15314.5","1361","insubstantial.a.01","4","1","4","1","1","1","1.17022279286595e-05","-0.93006993006993"
"3472","unthankful","thankless","1896","True","-1","not feeling or showing gratitude","Grateful/Ungrateful/not thanked","['ungrateful', 'thankless', 'unthankful']","Synset('ungrateful.a.01')","adj","02.04.18.01|02","1724.5","568.5","ungrateful.a.01","1","1","1","1",NA,NA,NA,NA
"3473","unuseable","unusable","1884","True","-1","not capable of being used","Attended by/abounding in harm/Useless/unserviceable","['unserviceable', 'unusable', 'unuseable']","Synset('unserviceable.s.02')","adj","01.15.17.03.01|05","1630.5",NA,"unserviceable.s.02","1","1","1","1",NA,NA,NA,NA
"3474","unusually","outstandingly","1908","True","1","to a remarkable degree or extent","In respect of quantity/Greatly/very much/extremely/exceedingly/remarkably/extraordinarily","['unusually', 'remarkably', 'outstandingly', 'unco']","Synset('unusually.r.01')","adv","01.16.06.03.01|07.04","149","31358.5","unusually.r.01","2","1","2","1",NA,NA,NA,NA
"3475","unwarranted","undue","1854","True","-1","lacking justification or authorization","Due/morally fitting/proper/Improper/morally unfitting/undue/unwarranted/unjustifiable","['undue', 'unjustified', 'unwarranted']","Synset('undue.s.03')","adj","03.06.02.01|01","45640.5","13273.5","undue.s.03","3","3","2","3","0","1","0.00239886807267334","0.721428571428571"
"3476","unwavering","unbendable","1888","True","-1","marked by firm determination or resolution not shakable","Constitution of matter/Types of hardness/stiff/rigid","['firm', 'steadfast', 'steady', 'stiff', 'unbendable', 'unfaltering', 'unshakable', 'unwavering']","Synset('firm.s.01')","adj","01.10.04.07.01|02",NA,"2063","firm.s.01","1","1","1","2",NA,NA,NA,NA
"3477","unwind","unbend","1896","True","-1","become less tense rest or take ones ease","The body/Face with expression/relax","['relax', 'loosen_up', 'unbend', 'unwind', 'decompress', 'slow_down']","Synset('relax.v.01')","vi","01.02.03.08.01.04.01|03","373.5","2047","relax.v.01","5","3","6","4",NA,NA,NA,NA
"3478","upchuck","retch","1888","True","-1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|04","274","88.5","vomit.v.01","2","1","1","1",NA,NA,NA,NA
"3479","upchuck","sick","1930","True","1","eject the contents of the stomach through the mouth","Be in ill-health/Have digestive disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vi","01.03.01.04.18.03|03","443696","88.5","vomit.v.01","2","1","2","1",NA,NA,NA,NA
"3480","upchuck","cast","1850","True","-1","eject the contents of the stomach through the mouth","Be in ill-health/Of birds: have disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vi","01.03.01.05.12|02","450196.5","88.5","vomit.v.01","20","1","10","1",NA,NA,NA,NA
"3481","upchuck","regorge","1850","True","-1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/regurgitate","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|02",NA,"88.5","vomit.v.01","1","1","1","1",NA,NA,NA,NA
"3482","upchuck","disgorge","1860","True","-1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/vomit/empty stomach","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|04.02","849.5","88.5","vomit.v.01","2","1","2","1",NA,NA,NA,NA
"3483","upchuck","sick","1924","True","1","eject the contents of the stomach through the mouth","Cause to be ill/Have digestive disorder/vomit","['vomit', 'vomit_up', 'purge', 'cast', 'sick', 'cat', 'be_sick', 'disgorge', 'regorge', 'retch', 'puke', 'barf', 'spew', 'spue', 'chuck', 'upchuck', 'honk', 'regurgitate', 'throw_up']","Synset('vomit.v.01')","vt","01.03.01.04.18.03|04","443696","88.5","vomit.v.01","2","1","2","1",NA,NA,NA,NA
"3484","upset","untune","1860","True","-1","cause to lose ones composure","Suffer mental pain/Upset/perturb","['upset', 'discompose', 'untune', 'disconcert', 'discomfit']","Synset('upset.v.02')","vt","02.04.11.06","275.5","155882.5","upset.v.02","1","8","2","5",NA,NA,NA,NA
"3485","urbane","polished","1894","True","-1","showing a high degree of refinement and the assurance that comes from wide social experience","Pertaining to behaviour/Well-behaved/polished/refined/well-mannered/of conduct","['polished', 'refined', 'svelte', 'urbane']","Synset('polished.s.02')","adj","01.15.21.04|04.06.01","32110","830.5","polished.s.02","5","1","2","1","1","0","0.871743440233237","-0.0857142857142857"
"3486","urinate","wee-wee","1930","True","1","eliminate urine","The body/Urinate","['make', 'urinate', 'piddle', 'puddle', 'micturate', 'piss', 'pee', 'pee-pee', 'make_water', 'relieve_oneself', 'take_a_leak', 'spend_a_penny', 'wee', 'wee-wee', 'pass_water']","Synset('make.v.49')","vi","01.02.03.20.05.02",NA,"6181.5","make.v.49","1","2","1","2",NA,NA,NA,NA
"3487","urinate","wee","1934","True","1","eliminate urine","The body/Urinate","['make', 'urinate', 'piddle', 'puddle', 'micturate', 'piss', 'pee', 'pee-pee', 'make_water', 'relieve_oneself', 'take_a_leak', 'spend_a_penny', 'wee', 'wee-wee', 'pass_water']","Synset('make.v.49')","vi","01.02.03.20.05.02","16733.5","6181.5","make.v.49","2","2","1","2",NA,NA,NA,NA
"3488","use_up","occupy","1862","True","-1","require time or space","Take/Take possession","['take', 'occupy', 'use_up']","Synset('take.v.02')","vi","02.06.13.01","150122.5",NA,"take.v.02","6","2","8","2",NA,NA,NA,NA
"3489","usually","normally","1870","True","-1","under normal conditions","In manner concerned with behaviour/Habitually/usually/customarily/in the usual/ordinary way","['normally', 'usually', 'unremarkably', 'commonly', 'ordinarily']","Synset('normally.r.01')","adv","01.15.21.03|04.04","242815.5","1989845","normally.r.01","1","1","1","1","0","1","0.00266607861213729","0.758241758241758"
"3490","utter","perfect","1902","True","1","without qualification used informally as often pejorative intensifiers","Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character","['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']","Synset('arrant.s.01')","adj","01.16.06.03.01|09.02","572577.5","66266.5","arrant.s.01","4","5","1","3","1","0","0.276255333385436","0.381818181818182"
"3491","vacuum-clean","vacuum","1922","True","1","clean with a vacuum cleaner","Vacuum-clean","['vacuum', 'vacuum-clean', 'hoover']","Synset('vacuum.v.01')","vt","01.09.10.01.09","129435.5",NA,"vacuum.v.01","5","1","2","1",NA,NA,NA,NA
"3492","vagabond","swan","1942","True","1","move about aimlessly or without any destination often in search of food or employment","Travel from place to place/with no fixed aim/wander/idly","['roll', 'wander', 'swan', 'stray', 'tramp', 'roam', 'cast', 'ramble', 'rove', 'range', 'drift', 'vagabond']","Synset('roll.v.12')","vi","03.10.01.05|02.03","23198.5","2763.5","roll.v.12","3","3","2","1","1","0","0.156174927113702","0.657142857142857"
"3493","vain","swollen-headed","1928","True","1","characteristic of false pride having an exaggerated sense of selfimportance","Proud/Conceited","['conceited', 'egotistic', 'egotistical', 'self-conceited', 'swollen', 'swollen-headed', 'vain']","Synset('conceited.s.01')","adj","02.04.19.14.02",NA,"141216","conceited.s.01","1","1","1","2",NA,NA,NA,NA
"3494","vain","self-conceited","1886","True","-1","characteristic of false pride having an exaggerated sense of selfimportance","Proud/Conceited","['conceited', 'egotistic', 'egotistical', 'self-conceited', 'swollen', 'swollen-headed', 'vain']","Synset('conceited.s.01')","adj","02.04.19.14.02",NA,"141216","conceited.s.01","1","1","1","2",NA,NA,NA,NA
"3495","vain","bootless","1868","True","-1","unproductive of success","Attended by/abounding in harm/Useless/vain/futile/unavailing","['bootless', 'fruitless', 'futile', 'sleeveless', 'vain']","Synset('bootless.s.01')","adj","01.15.17.03.01.03|05","514.5","141216","bootless.s.01","1","2","1","2",NA,NA,NA,NA
"3496","valuate","appraise","1864","True","-1","evaluate or estimate the nature quality ability extent or significance of","Measure/estimate measurement/amount","['measure', 'evaluate', 'valuate', 'assess', 'appraise', 'value']","Synset('measure.v.04')","vt","01.16.05|16","6572","1.5","measure.v.04","1","1","2","1",NA,NA,NA,NA
"3497","value","appraise","1864","True","-1","evaluate or estimate the nature quality ability extent or significance of","Measure/estimate measurement/amount","['measure', 'evaluate', 'valuate', 'assess', 'appraise', 'value']","Synset('measure.v.04')","vt","01.16.05|16","6572","5268028","measure.v.04","1","10","2","5","1","1","0.000454615051409642","-0.872727272727273"
"3498","vaporous","see-through","1950","True","1","so thin as to transmit light","Light/Transparent/translucent","['diaphanous', 'filmy', 'gauzy', 'gauze-like', 'gossamer', 'see-through', 'sheer', 'transparent', 'vaporous', 'vapourous', 'cobwebby']","Synset('diaphanous.s.01')","adj","01.10.08.09",NA,"420","diaphanous.s.01","1","1","1","3",NA,NA,NA,NA
"3499","vapourous","see-through","1950","True","1","so thin as to transmit light","Light/Transparent/translucent","['diaphanous', 'filmy', 'gauzy', 'gauze-like', 'gossamer', 'see-through', 'sheer', 'transparent', 'vaporous', 'vapourous', 'cobwebby']","Synset('diaphanous.s.01')","adj","01.10.08.09",NA,"0","diaphanous.s.01","1","1","1","3",NA,NA,NA,NA
"3500","vehement","tearing","1888","True","-1","marked by extreme intensity of emotions or convictions inclined to react violently fervid","Of/pertaining to (earth's) atmosphere/Bad/inclement (of weather)/stormy/violent/raging","['fierce', 'tearing', 'vehement', 'violent', 'trigger-happy']","Synset('fierce.s.02')","adj","01.01.11.02.02|07.05","29239.5","5891","fierce.s.02","7","1","2","2","1","0","0.648795709784666","-0.146853146853147"
"3501","verbalise","utter","1856","True","-1","express in speech","Speak/be spoken/flow (of words)","['talk', 'speak', 'utter', 'mouth', 'verbalize', 'verbalise']","Synset('talk.v.02')","vi","02.07.03|02","66266.5","14","talk.v.02","3","2","3","4",NA,NA,NA,NA
"3502","verbalize","utter","1856","True","-1","express in speech","Speak/be spoken/flow (of words)","['talk', 'speak', 'utter', 'mouth', 'verbalize', 'verbalise']","Synset('talk.v.02')","vi","02.07.03|02","66266.5","3658.5","talk.v.02","3","2","3","4",NA,NA,NA,NA
"3503","verify","affirm","1870","True","-1","to declare or affirm solemnly and formally as true","State/declare/set forth/Asseverate/assert/affirm/positively declare/make statement in affirmative","['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']","Synset('affirm.v.02')","vt","02.07.06.03|01","56219","96094.5","affirm.v.02","2","4","3","4","0","0","0.734303745287703","0.104395604395604"
"3504","verify","aver","1852","True","-1","to declare or affirm solemnly and formally as true","State/declare/set forth/Assert/affirm","['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']","Synset('affirm.v.02')","vi","02.07.06.03","1497","96094.5","affirm.v.02","2","4","2","4","1","1","0.000135244780132769","-0.828571428571429"
"3505","vertical","upright","1860","True","-1","upright in position or posture","Placeable/usable in more than one position/Vertical/almost vertical/sheer","['erect', 'vertical', 'upright']","Synset('erect.a.01')","adj","01.12.05.14|02","55448","328067","erect.a.01","5","5","1","2","1","1","0.000432210064907681","-0.810989010989011"
"3506","veto","nix","1934","True","1","command against","Be subject to/Prohibit","['forbid', 'prohibit', 'interdict', 'proscribe', 'veto', 'disallow', 'nix']","Synset('forbid.v.01')","vt","03.04.09.06","1167.5","52313.5","forbid.v.01","2","4","1","2",NA,NA,NA,NA
"3507","vex","commove","1868","True","-1","change the arrangement or position of","Move in specific manner/Agitate","['agitate', 'vex', 'disturb', 'commove', 'shake_up', 'stir_up', 'raise_up']","Synset('agitate.v.06')","vt","01.14.02.03",NA,"3037","agitate.v.06","2","3","2","5",NA,NA,NA,NA
"3508","victimize","short-change","1902","True","1","deprive of by deceit","Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight","['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']","Synset('victimize.v.03')","vt","02.06.13.05.10|01.04",NA,"135","victimize.v.03","2","3","2","3",NA,NA,NA,NA
"3509","victimize","short-change","1902","True","1","deprive of by deceit","Take/Perpetrate (a swindle)/defraud/swindle","['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']","Synset('victimize.v.03')","vt","02.06.13.05.10|01",NA,"135","victimize.v.03","2","3","2","3",NA,NA,NA,NA
"3510","vile","unworthy","1854","True","-1","morally reprehensible","Important/Not important/worthless","['despicable', 'ugly', 'vile', 'slimy', 'unworthy', 'worthless', 'wretched']","Synset('despicable.s.01')","adj","02.02.08.01|15","29345.5","13082","despicable.s.01","3","1","1","2","1","1","0.0102884466195942","-0.639285714285714"
"3511","vindictive","despiteful","1852","True","-1","showing malicious ill will and a desire to hurt motivated by spite","Harmful/Spiteful","['despiteful', 'spiteful', 'vindictive']","Synset('despiteful.s.01')","adj","02.03.06.07","125.5","3171","despiteful.s.01","1","2","1","2",NA,NA,NA,NA
"3512","violate","spoil","1870","True","-1","destroy and strip of its possession","Take/Despoil/prey upon","['rape', 'spoil', 'despoil', 'violate', 'plunder']","Synset('rape.v.02')","vt","02.06.13.05.05.04","33552","105151","rape.v.02","10","6","5","6","1","1","0.0463459058940647","-0.56043956043956"
"3513","violent","red","1858","True","-1","characterized by violence or bloodshed","Manner of action/Violent","['crimson', 'red', 'violent']","Synset('crimson.s.02')","adj","01.15.20.03","1354048.5","206481","crimson.s.02","6","5","3","2","1","1","0.0227936871264143","-0.582142857142857"
"3514","violent","tearing","1888","True","-1","marked by extreme intensity of emotions or convictions inclined to react violently fervid","Of/pertaining to (earth's) atmosphere/Bad/inclement (of weather)/stormy/violent/raging","['fierce', 'tearing', 'vehement', 'violent', 'trigger-happy']","Synset('fierce.s.02')","adj","01.01.11.02.02|07.05","29239.5","206481","fierce.s.02","7","4","2","2","1","1","0.00580115047447825","-0.741258741258741"
"3515","viricidal","virucidal","1924","True","1","tending to destroy viruses","Living creature/Virus/viricidal","['viricidal', 'virucidal']","Synset('viricidal.a.01')","adj","01.02.02.01.03.02|07","17",NA,"viricidal.a.01","1","1","1","1",NA,NA,NA,NA
"3516","virulent","acerb","1872","True","-1","harsh or corrosive in tone","Angry/Sour/bitter/of speech/speaker","['acerb', 'acerbic', 'acid', 'acrid', 'bitter', 'blistering', 'caustic', 'sulfurous', 'sulphurous', 'virulent', 'vitriolic']","Synset('acerb.s.02')","adj","02.04.12.05.05.02|01",NA,"6673.5","acerb.s.02","2","3","2","1",NA,NA,NA,NA
"3517","visit","chat","1888","True","-1","talk socially without exchanging too much information","Speak/Be talkative/talk excessively/chatter","['chew_the_fat', 'shoot_the_breeze', 'chat', 'confabulate', 'confab', 'chitchat', 'chit-chat', 'chatter', 'chaffer', 'natter', 'gossip', 'jaw', 'claver', 'visit']","Synset('chew_the_fat.v.01')","vi","02.07.03.09|01","39615","908600","chew_the_fat.v.01","4","11","2","6","0","0","0.286122902914988","0.335664335664336"
"3518","visit","confab","1948","True","-1","talk socially without exchanging too much information","Speak/Converse/chat","['chew_the_fat', 'shoot_the_breeze', 'chat', 'confabulate', 'confab', 'chitchat', 'chit-chat', 'chatter', 'chaffer', 'natter', 'gossip', 'jaw', 'claver', 'visit']","Synset('chew_the_fat.v.01')","vi","02.07.03.07|02","49.5","908600","chew_the_fat.v.01","2","11","1","6",NA,NA,NA,NA
"3519","visit","natter","1942","True","1","talk socially without exchanging too much information","Speak/Be talkative/talk excessively/chatter","['chew_the_fat', 'shoot_the_breeze', 'chat', 'confabulate', 'confab', 'chitchat', 'chit-chat', 'chatter', 'chaffer', 'natter', 'gossip', 'jaw', 'claver', 'visit']","Synset('chew_the_fat.v.01')","vi","02.07.03.09|01","122.5","908600","chew_the_fat.v.01","1","11","1","6",NA,NA,NA,NA
"3520","visualise","envision","1920","True","1","imagine conceive of see in ones mind","Perceive/Imagine/visualize","['visualize', 'visualise', 'envision', 'project', 'fancy', 'see', 'figure', 'picture', 'image']","Synset('visualize.v.01')","vt","02.01.07.05","13228.5","1532.5","visualize.v.01","1","3","2","4",NA,NA,NA,NA
"3521","visualize","envision","1920","True","1","imagine conceive of see in ones mind","Perceive/Imagine/visualize","['visualize', 'visualise', 'envision', 'project', 'fancy', 'see', 'figure', 'picture', 'image']","Synset('visualize.v.01')","vt","02.01.07.05","13228.5","33048.5","visualize.v.01","1","1","2","4",NA,NA,NA,NA
"3522","vitiate","deprave","1858","True","-1","corrupt morally or by intemperance or sensuality","Pervert/distort","['corrupt', 'pervert', 'subvert', 'demoralize', 'demoralise', 'debauch', 'debase', 'profane', 'vitiate', 'deprave', 'misdirect']","Synset('corrupt.v.01')","vt","02.01.10.06.01","1229","1605.5","corrupt.v.01","1","1","1","3",NA,NA,NA,NA
"3523","vitiate","subvert","1914","True","-1","corrupt morally or by intemperance or sensuality","Degrade/impair morally/pervert/deprave","['corrupt', 'pervert', 'subvert', 'demoralize', 'demoralise', 'debauch', 'debase', 'profane', 'vitiate', 'deprave', 'misdirect']","Synset('corrupt.v.01')","vt","03.06.05.01.01|16","8826.5","1605.5","corrupt.v.01","2","1","4","3","0","0","0.530922861565801","0.261904761904762"
