target,ref,t,match,gold,syn_def,definition,syn_words,syn,pos,id
fluff,mishandle,1902,True,1,make a mess of destroy or ruin,Be capable of/Be unskilled in/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,01.15.22.02.01|07
fluff,louse_up,1902,True,1,make a mess of destroy or ruin,Be capable of/Be unskilled in/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,01.15.22.02.01|07
fluff,foul_up,1902,True,1,make a mess of destroy or ruin,Be capable of/Be unskilled in/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,01.15.22.02.01|07
fluff,mess_up,1902,True,1,make a mess of destroy or ruin,Be capable of/Be unskilled in/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,01.15.22.02.01|07
fluff,fuck_up,1902,True,1,make a mess of destroy or ruin,Be capable of/Be unskilled in/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,01.15.22.02.01|07
denumerable,countable,1902,True,1,that can be counted,Pertaining to number/Pertaining to enumeration/calculation/numerable/reckonable/denumerable,"['countable', 'denumerable', 'enumerable', 'numerable']",Synset('countable.s.01'),adj,01.16.04.06|02.01
denumerable,enumerable,1902,True,1,that can be counted,Pertaining to number/Pertaining to enumeration/calculation/numerable/reckonable/denumerable,"['countable', 'denumerable', 'enumerable', 'numerable']",Synset('countable.s.01'),adj,01.16.04.06|02.01
denumerable,numerable,1902,True,1,that can be counted,Pertaining to number/Pertaining to enumeration/calculation/numerable/reckonable/denumerable,"['countable', 'denumerable', 'enumerable', 'numerable']",Synset('countable.s.01'),adj,01.16.04.06|02.01
perfect,arrant,1902,True,1,without qualification used informally as often pejorative intensifiers,Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character,"['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']",Synset('arrant.s.01'),adj,01.16.06.03.01|09.02
perfect,complete,1902,True,1,without qualification used informally as often pejorative intensifiers,Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character,"['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']",Synset('arrant.s.01'),adj,01.16.06.03.01|09.02
perfect,consummate,1902,True,1,without qualification used informally as often pejorative intensifiers,Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character,"['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']",Synset('arrant.s.01'),adj,01.16.06.03.01|09.02
perfect,double-dyed,1902,True,1,without qualification used informally as often pejorative intensifiers,Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character,"['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']",Synset('arrant.s.01'),adj,01.16.06.03.01|09.02
perfect,everlasting,1902,True,1,without qualification used informally as often pejorative intensifiers,Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character,"['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']",Synset('arrant.s.01'),adj,01.16.06.03.01|09.02
perfect,gross,1902,True,1,without qualification used informally as often pejorative intensifiers,Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character,"['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']",Synset('arrant.s.01'),adj,01.16.06.03.01|09.02
perfect,pure,1902,True,1,without qualification used informally as often pejorative intensifiers,Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character,"['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']",Synset('arrant.s.01'),adj,01.16.06.03.01|09.02
perfect,sodding,1902,True,1,without qualification used informally as often pejorative intensifiers,Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character,"['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']",Synset('arrant.s.01'),adj,01.16.06.03.01|09.02
perfect,stark,1902,True,1,without qualification used informally as often pejorative intensifiers,Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character,"['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']",Synset('arrant.s.01'),adj,01.16.06.03.01|09.02
perfect,staring,1902,True,1,without qualification used informally as often pejorative intensifiers,Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character,"['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']",Synset('arrant.s.01'),adj,01.16.06.03.01|09.02
perfect,thoroughgoing,1902,True,1,without qualification used informally as often pejorative intensifiers,Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character,"['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']",Synset('arrant.s.01'),adj,01.16.06.03.01|09.02
perfect,utter,1902,True,1,without qualification used informally as often pejorative intensifiers,Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character,"['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']",Synset('arrant.s.01'),adj,01.16.06.03.01|09.02
perfect,unadulterated,1902,True,1,without qualification used informally as often pejorative intensifiers,Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character,"['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']",Synset('arrant.s.01'),adj,01.16.06.03.01|09.02
basically,fundamentally,1902,True,1,in essence at bottom or by ones or its very nature,Importantly/essentially,"['basically', 'fundamentally', 'essentially']",Synset('basically.r.01'),adv,02.02.08|08
basically,essentially,1902,True,1,in essence at bottom or by ones or its very nature,Importantly/essentially,"['basically', 'fundamentally', 'essentially']",Synset('basically.r.01'),adv,02.02.08|08
short-change,victimize,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01
short-change,swindle,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01
short-change,rook,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01
short-change,goldbrick,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01
short-change,nobble,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01
short-change,diddle,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01
short-change,bunco,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01
short-change,defraud,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01
short-change,scam,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01
short-change,mulct,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01
short-change,gyp,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01
short-change,gip,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01
short-change,hornswoggle,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01
short-change,con,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01
short-change,victimize,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01.04
short-change,swindle,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01.04
short-change,rook,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01.04
short-change,goldbrick,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01.04
short-change,nobble,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01.04
short-change,diddle,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01.04
short-change,bunco,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01.04
short-change,defraud,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01.04
short-change,scam,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01.04
short-change,mulct,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01.04
short-change,gyp,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01.04
short-change,gip,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01.04
short-change,hornswoggle,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01.04
short-change,con,1902,True,1,deprive of by deceit,Take/Perpetrate (a swindle)/defraud/swindle/by giving short change/weight,"['victimize', 'swindle', 'rook', 'goldbrick', 'nobble', 'diddle', 'bunco', 'defraud', 'scam', 'mulct', 'gyp', 'gip', 'hornswoggle', 'short-change', 'con']",Synset('victimize.v.03'),vt,02.06.13.05.10|01.04
hold,halt,1902,True,1,cause to stop,Administration of justice/Arrest/detain in custody,"['halt', 'hold', 'arrest']",Synset('halt.v.01'),vt,03.05.12.05.02|13
hold,arrest,1902,True,1,cause to stop,Administration of justice/Arrest/detain in custody,"['halt', 'hold', 'arrest']",Synset('halt.v.01'),vt,03.05.12.05.02|13
normalize,anneal,1902,True,1,bring to a desired consistency texture or hardness by a process of gradually heating and cooling,Develop (a region) industrially/Work with metal/harden/temper/anneal/sorbitize/spheroidize/normalize,"['anneal', 'temper', 'normalize']",Synset('anneal.v.01'),vt,03.11.06.03.06|06.04
normalize,temper,1902,True,1,bring to a desired consistency texture or hardness by a process of gradually heating and cooling,Develop (a region) industrially/Work with metal/harden/temper/anneal/sorbitize/spheroidize/normalize,"['anneal', 'temper', 'normalize']",Synset('anneal.v.01'),vt,03.11.06.03.06|06.04
fluff,botch,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,bodge,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,bumble,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,fumble,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,botch_up,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,muff,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,blow,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,flub,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,screw_up,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,ball_up,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,spoil,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,muck_up,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,bungle,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,bollix,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,bollix_up,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,bollocks,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,bollocks_up,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,bobble,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
fluff,mishandle,1902,True,1,make a mess of destroy or ruin,Take part in sport/game/Types of play/actions/postures/bungle,"['botch', 'bodge', 'bumble', 'fumble', 'botch_up', 'muff', 'blow', 'flub', 'screw_up', 'ball_up', 'spoil', 'muck_up', 'bungle', 'fluff', 'bollix', 'bollix_up', 'bollocks', 'bollocks_up', 'bobble', 'mishandle', 'louse_up', 'foul_up', 'mess_up', 'fuck_up']",Synset('botch.v.01'),vt,03.13.04.03|02
